iter	Logloss
165	0.4521190111
166	0.4520850761
167	0.4520585074
168	0.452031544
169	0.4519941982
170	0.4519428886
171	0.451912352
172	0.4518684622
173	0.451846655
174	0.4518148376
175	0.4517985814
176	0.4517728803
177	0.451743016
178	0.4517095025
179	0.4516753392
180	0.4516432401
181	0.4516111287
182	0.4515698314
183	0.4515303701
184	0.4514982319
185	0.4514722615
186	0.4514459498
187	0.4514266571
188	0.4514014268
189	0.451363641
190	0.4513315789
191	0.4512977344
192	0.4512782586
193	0.451248859
194	0.4512119223
195	0.4511800185
196	0.4511427673
197	0.4511028598
198	0.4510680037
199	0.4510342681
200	0.4510169428
201	0.4509830428
202	0.4509540646
203	0.4509222204
204	0.4509017311
205	0.4508691406
206	0.4508430613
207	0.4508120415
208	0.4507746669
209	0.4507579749
210	0.4507258388
211	0.4507006353
212	0.4506746197
213	0.4506382484
214	0.4506140234
215	0.4505833902
216	0.4505524095
217	0.4505270456
218	0.4504995785
219	0.4504794552
220	0.4504462212
221	0.4504322019
222	0.4504111739
223	0.450368088
224	0.4503480859
225	0.4503299486
226	0.4503050761
227	0.4502780016
228	0.4502458141
229	0.4502174157
230	0.450182389
231	0.4501521896
232	0.4501254153
233	0.450100111
234	0.4500789145
235	0.450056507
236	0.4500392845
237	0.4500162603
238	0.4499943812
239	0.4499702344
240	0.4499498006
241	0.4499249671
242	0.4499040769
243	0.4498810362
244	0.4498635321
245	0.4498324095
246	0.4497940234
247	0.4497578372
248	0.449731509
249	0.4497113795
250	0.4496751316
251	0.4496455551
252	0.4496147615
253	0.4495863692
254	0.4495553084
255	0.4495273355
256	0.4494907278
257	0.4494631743
258	0.4494346012
259	0.4493974836
260	0.449359484
261	0.4493262212
262	0.4492928063
263	0.4492554955
264	0.4492320641
265	0.449202609
266	0.4491718277
267	0.4491432257
268	0.4491203577
269	0.4490886143
270	0.4490655859
271	0.4490333409
272	0.4490007052
273	0.4489709334
274	0.4489460095
275	0.4489198808
276	0.4488898725
277	0.4488697738
278	0.4488462747
279	0.4488202817
280	0.4487951377
281	0.4487626131
282	0.4487358162
283	0.4487128372
284	0.4486907011
285	0.4486646382
286	0.4486315522
287	0.4485972553
288	0.4485667722
289	0.4485366201
290	0.4485030839
291	0.4484813446
292	0.4484508676
293	0.4484174383
294	0.4483879112
295	0.4483552714
296	0.4483260711
297	0.4482989659
298	0.4482632525
299	0.4482316303
300	0.44821081
301	0.4481824013
302	0.448142169
303	0.4481219531
304	0.4480911246
305	0.4480714782
306	0.4480431127
307	0.4480166674
308	0.4479963795
309	0.4479612459
310	0.4479254235
311	0.4478888549
312	0.4478569326
313	0.4478232401
314	0.4477926254
315	0.4477598931
316	0.4477197327
317	0.4476927344
318	0.4476616406
319	0.4476324712
320	0.4476015563
321	0.4475707607
322	0.4475406558
323	0.4475042558
324	0.4474847163
325	0.4474580942
326	0.4474287932
327	0.4474024836
328	0.4473652488
329	0.44733919
330	0.4473199404
331	0.4472861143
332	0.4472501871
333	0.4472265399
334	0.4471956106
335	0.4471707113
336	0.4471449568
337	0.4471222225
338	0.4470984745
339	0.4470684252
340	0.4470400802
341	0.4470034457
342	0.4469745189
343	0.4469516324
344	0.4469201562
345	0.4468861595
346	0.4468451419
347	0.4468163425
348	0.4467797841
349	0.4467463281
350	0.4467216982
351	0.4466932442
352	0.4466538363
353	0.4466327323
354	0.4465948191
355	0.4465695251
356	0.4465389371
357	0.4465047389
358	0.4464751275
359	0.4464478248
360	0.4464183039
361	0.4463900288
362	0.4463571587
363	0.4463195066
364	0.4462919531
365	0.446267315
366	0.4462328104
367	0.4462032545
368	0.4461785835
369	0.4461489679
370	0.4461123705
371	0.4460856785
372	0.446060183
373	0.4460332648
374	0.446007097
375	0.445981065
376	0.4459489412
377	0.4459200884
378	0.4459018976
379	0.4458781271
380	0.4458413076
381	0.4458184663
382	0.4457855551
383	0.4457530387
384	0.4457236349
385	0.4456922019
386	0.4456694901
387	0.4456337027
388	0.4456076933
389	0.4455836616
390	0.445559153
391	0.4455236904
392	0.4454953269
393	0.4454742516
394	0.445440993
395	0.4454028289
396	0.4453777755
397	0.44534941
398	0.4453213446
399	0.4452892352
400	0.4452687294
401	0.4452338405
402	0.4452042434
403	0.445178162
404	0.4451534354
405	0.4451215419
406	0.445093125
407	0.4450656373
408	0.4450380058
409	0.4450140851
410	0.4449819696
411	0.4449628002
412	0.4449393442
413	0.4449204379
414	0.4448973766
415	0.444865074
416	0.4448256908
417	0.4447910567
418	0.4447588425
419	0.4447347944
420	0.4447054317
421	0.4446783388
422	0.4446404996
423	0.4446148808
424	0.4445792146
425	0.4445523766
426	0.4445173026
427	0.4444963343
428	0.4444631908
429	0.4444328495
430	0.444402391
431	0.4443704893
432	0.4443496957
433	0.4443196505
434	0.4442965604
435	0.4442694942
436	0.4442419799
437	0.4442167558
438	0.4441907874
439	0.4441643524
440	0.4441380284
441	0.4441057545
442	0.444073016
443	0.444048236
444	0.4440109827
445	0.4439819593
446	0.4439546793
447	0.443934153
448	0.4439070415
449	0.4438766201
450	0.4438448437
451	0.4438142866
452	0.4437879749
453	0.4437632175
454	0.4437439926
455	0.4437080119
456	0.4436773376
457	0.4436486904
458	0.4436249095
459	0.443597389
460	0.4435651213
461	0.4435371854
462	0.4435081867
463	0.4434881785
464	0.4434515008
465	0.4434216077
466	0.4433995929
467	0.4433804955
468	0.4433536143
469	0.4433240173
470	0.44329853
471	0.4432666797
472	0.4432436554
473	0.4432158162
474	0.443186581
475	0.4431502282
476	0.4431173993
477	0.443085294
478	0.4430573437
479	0.4430306332
480	0.4429954564
481	0.4429720888
482	0.4429458409
483	0.4429235136
484	0.4428923417
485	0.4428743154
486	0.4428470251
487	0.4428204235
488	0.4427886225
489	0.4427611801
490	0.442739264
491	0.4427113795
492	0.4426881332
493	0.4426581394
494	0.4426391139
495	0.4426123273
496	0.44258853
497	0.4425688158
498	0.4425363261
499	0.4425079667
500	0.4424697697
501	0.442438713
502	0.4424184128
503	0.4423879873
504	0.4423548191
505	0.4423329955
506	0.4423073273
507	0.4422782607
508	0.4422452611
509	0.4422196443
510	0.4421825658
511	0.4421500267
512	0.4421315543
513	0.4420986698
514	0.4420741612
515	0.442050553
516	0.4420226686
517	0.4419952282
518	0.4419650144
519	0.4419386493
520	0.4419141098
521	0.4418945107
522	0.4418680859
523	0.4418399301
524	0.441811176
525	0.4417796217
526	0.4417511595
527	0.441723859
528	0.4416973109
529	0.4416669819
530	0.4416367701
531	0.4416059766
532	0.4415859396
533	0.441556984
534	0.441536509
535	0.4415110382
536	0.4414906168
537	0.4414656147
538	0.441443162
539	0.4414206476
540	0.4413924692
541	0.4413679091
542	0.4413410053
543	0.4413198581
544	0.4412982011
545	0.4412717085
546	0.4412496978
547	0.4412243236
548	0.4411956723
549	0.4411740769
550	0.441146984
551	0.4411121299
552	0.4410913055
553	0.4410655715
554	0.4410439412
555	0.4410217825
556	0.4409869655
557	0.4409594675
558	0.4409337706
559	0.4409055119
560	0.4408763302
561	0.4408530181
562	0.440833384
563	0.4408036657
564	0.440781287
565	0.4407558861
566	0.4407221032
567	0.4406998417
568	0.4406737233
569	0.4406492907
570	0.4406276604
571	0.440602352
572	0.4405765317
573	0.4405543133
574	0.4405333203
575	0.4405142825
576	0.440492648
577	0.4404743421
578	0.4404463775
579	0.4404165132
580	0.4403885711
581	0.4403625617
582	0.440329891
583	0.4403103824
584	0.4402825493
585	0.4402601172
586	0.4402387048
587	0.4402140563
588	0.4401834539
589	0.4401499054
590	0.4401199733
591	0.4400953968
592	0.4400744634
593	0.4400511266
594	0.4400233183
595	0.4399961554
596	0.4399622718
597	0.4399405469
598	0.4399198684
599	0.4398980448
600	0.4398765584
601	0.4398538734
602	0.4398249322
603	0.439806359
604	0.4397863363
605	0.4397615255
606	0.4397325
607	0.4396997019
608	0.4396703146
609	0.4396460588
610	0.4396126563
611	0.4395875822
612	0.4395645086
613	0.4395412171
614	0.4395179256
615	0.4394869552
616	0.4394684868
617	0.4394376809
618	0.4394115975
619	0.439389264
620	0.4393606805
621	0.4393376234
622	0.4393141571
623	0.4392896505
624	0.4392663137
625	0.4392426213
626	0.4392189494
627	0.4391898993
628	0.4391677549
629	0.4391391447
630	0.4391104502
631	0.439074301
632	0.4390499075
633	0.4390262891
634	0.438991764
635	0.4389692044
636	0.4389410259
637	0.4389125493
638	0.4388833738
639	0.4388476871
640	0.4388207134
641	0.4387949095
642	0.4387732237
643	0.4387534416
644	0.4387348499
645	0.438704044
646	0.4386782401
647	0.4386580099
648	0.4386343195
649	0.4386022039
650	0.438578125
651	0.4385469716
652	0.4385261205
653	0.4384974342
654	0.4384615419
655	0.4384366427
656	0.4384163631
657	0.43839228
658	0.4383612664
659	0.4383414001
660	0.4383192249
661	0.4382933655
662	0.4382740728
663	0.4382489371
664	0.4382242845
665	0.4382030818
666	0.4381772286
667	0.438146322
668	0.4381268544
669	0.4380968606
670	0.4380674692
671	0.4380417085
672	0.4380239494
673	0.4380056456
674	0.4379762685
675	0.4379515132
676	0.4379269757
677	0.4379022327
678	0.4378814556
679	0.4378500267
680	0.4378213199
681	0.4377962747
682	0.4377697348
683	0.4377497204
684	0.4377290481
685	0.4377111637
686	0.437690734
687	0.4376667701
688	0.4376353762
689	0.4376042064
690	0.4375851275
691	0.4375561349
692	0.4375196711
693	0.4374958943
694	0.4374744552
695	0.4374425185
696	0.4374202241
697	0.4373958532
698	0.4373763898
699	0.4373516365
700	0.4373270785
701	0.4372954626
702	0.4372725535
703	0.4372511143
704	0.4372327611
705	0.4372015152
706	0.4371842188
707	0.4371581229
708	0.4371366715
709	0.4371128618
710	0.4370919531
711	0.4370609128
712	0.4370437788
713	0.4370195312
714	0.4369986205
715	0.4369779215
716	0.4369513343
717	0.4369275411
718	0.4369038117
719	0.4368737356
720	0.4368524897
721	0.4368259087
722	0.4367993339
723	0.4367754482
724	0.4367500966
725	0.4367224815
726	0.4366980551
727	0.4366791735
728	0.4366598294
729	0.4366434601
730	0.4366170847
731	0.4365909067
732	0.4365629852
733	0.4365435074
734	0.4365147759
735	0.4364915584
736	0.4364623849
737	0.436437574
738	0.4364071978
739	0.4363860506
740	0.4363579009
741	0.436336509
742	0.4363118544
743	0.4362914823
744	0.4362650987
745	0.4362331908
746	0.4362107257
747	0.4361778228
748	0.4361559868
749	0.4361258861
750	0.4361005757
751	0.4360820169
752	0.4360543442
753	0.4360322183
754	0.4360107155
755	0.4359846382
756	0.435961141
757	0.4359438014
758	0.4359130633
759	0.4358881723
760	0.4358663569
761	0.4358420909
762	0.4358184766
763	0.435793162
764	0.4357759169
765	0.4357546752
766	0.4357332196
767	0.4357034375
768	0.4356689433
769	0.4356439001
770	0.4356236719
771	0.4356017578
772	0.4355736184
773	0.4355549836
774	0.4355285362
775	0.4354974095
776	0.4354748746
777	0.4354497389
778	0.4354213281
779	0.4353961081
780	0.4353698499
781	0.4353386246
782	0.4353068298
783	0.4352766674
784	0.4352547595
785	0.4352319572
786	0.4352059766
787	0.4351870477
788	0.4351668729
789	0.4351376254
790	0.4351093174
791	0.4350929934
792	0.4350739741
793	0.435048456
794	0.4350221567
795	0.4350046834
796	0.4349829112
797	0.4349566242
798	0.4349347882
799	0.4349054729
800	0.434873715
801	0.4348545374
802	0.4348332607
803	0.4348113466
804	0.4347935095
805	0.4347681332
806	0.4347420004
807	0.4347215851
808	0.4346922553
809	0.4346648355
810	0.4346382586
811	0.4346131805
812	0.4345919572
813	0.4345650123
814	0.4345373643
815	0.4345203906
816	0.4344992414
817	0.434481359
818	0.4344532319
819	0.4344287171
820	0.434414303
821	0.4343928803
822	0.4343647471
823	0.4343353392
824	0.4343110444
825	0.4342869696
826	0.4342668236
827	0.4342457525
828	0.4342274013
829	0.434204266
830	0.4341719408
831	0.4341488178
832	0.4341241365
833	0.4340924322
834	0.4340620518
835	0.4340394757
836	0.434011655
837	0.433994227
838	0.4339733984
839	0.4339408655
840	0.4339233676
841	0.4338985341
842	0.4338814905
843	0.4338589885
844	0.433844007
845	0.4338186904
846	0.4337914618
847	0.4337730469
848	0.4337481414
849	0.4337274836
850	0.4337071793
851	0.4336794819
852	0.4336651871
853	0.4336384334
854	0.4336182792
855	0.4335969552
856	0.4335734272
857	0.4335496916
858	0.4335217352
859	0.4334973664
860	0.433471509
861	0.4334493339
862	0.4334259868
863	0.4333991797
864	0.4333743729
865	0.43334331
866	0.4333268133
867	0.4333027159
868	0.4332747677
869	0.4332581743
870	0.4332363261
871	0.4332208141
872	0.4331944408
873	0.4331685752
874	0.4331445744
875	0.433120516
876	0.433094521
877	0.4330653392
878	0.433044153
879	0.4330189433
880	0.4329900308
881	0.4329649239
882	0.4329366427
883	0.432906433
884	0.4328795929
885	0.4328528248
886	0.4328262109
887	0.432802722
888	0.4327899445
889	0.4327710855
890	0.4327500617
891	0.4327289206
892	0.432699928
893	0.4326818544
894	0.4326545806
895	0.432637611
896	0.4326215995
897	0.4325945436
898	0.432559449
899	0.4325407278
900	0.4325156065
901	0.4324899938
902	0.4324627714
903	0.4324412294
904	0.4324169675
905	0.4323915543
906	0.432371729
907	0.4323525781
908	0.4323279359
909	0.4323046238
910	0.4322832545
911	0.4322577549
912	0.4322394079
913	0.4322199465
914	0.4322003618
915	0.4321831743
916	0.4321619655
917	0.4321387521
918	0.4321108121
919	0.4320893051
920	0.4320609745
921	0.4320384211
922	0.4320144038
923	0.4319890152
924	0.4319671772
925	0.4319495559
926	0.4319282998
927	0.4319059951
928	0.4318853618
929	0.4318625884
930	0.4318404914
931	0.4318131435
932	0.4317919326
933	0.4317717475
934	0.4317514988
935	0.4317248684
936	0.4317104852
937	0.431686653
938	0.4316726213
939	0.4316521361
940	0.4316200699
941	0.4316030695
942	0.4315839289
943	0.4315581805
944	0.4315424733
945	0.431520771
946	0.4315017208
947	0.4314789433
948	0.431459669
949	0.4314416612
950	0.431417977
951	0.4314015748
952	0.4313758224
953	0.4313536637
954	0.4313240337
955	0.4313003536
956	0.4312772492
957	0.4312569799
958	0.431239926
959	0.4312176213
960	0.4311995641
961	0.4311787459
962	0.4311570456
963	0.431135111
964	0.4311140399
965	0.4310999116
966	0.4310798602
967	0.4310599815
968	0.4310420004
969	0.4310157442
970	0.4309985567
971	0.4309712212
972	0.4309472656
973	0.4309178063
974	0.4308989597
975	0.4308685999
976	0.4308388754
977	0.4308168483
978	0.4307896094
979	0.4307641098
980	0.4307360794
981	0.4307122677
982	0.4306850617
983	0.4306699486
984	0.4306364905
985	0.4306160855
986	0.4305884169
987	0.4305739227
988	0.4305497944
989	0.430526692
990	0.4305045518
991	0.430477241
992	0.4304609889
993	0.4304304071
994	0.4304033491
995	0.4303849733
996	0.430361178
997	0.4303354194
998	0.43031228
999	0.4302890378
